CPU Usage (%),Memory Usage (%),CPU Temperature (°C)
3.5,36.1,68.218
2.6,36.1,67.68
2.5,36.1,68.218
3.5,36.1,68.218
2.5,36.1,67.68
2.5,36.1,68.218
3.7,36.1,68.218
3.3,36.1,68.218
4.2,36.1,68.218
3.5,36.1,68.756
3.3,36.1,67.68
2.3,36.1,68.756
3.0,36.1,69.294
2.0,36.1,68.756
3.5,36.1,68.756
3.0,36.1,68.756
3.3,36.1,68.756
2.5,36.1,69.294
3.0,36.1,68.756
2.3,36.1,68.218
2.3,36.1,68.756
2.8,36.1,68.756
2.5,36.1,67.68
3.8,36.1,68.218
2.8,36.1,67.68
2.8,36.1,68.756
3.3,36.1,68.756
2.0,36.1,68.756
3.3,36.1,68.756
3.7,36.1,68.756
2.7,36.1,68.756
2.5,36.1,69.294
3.5,36.1,69.294
3.0,36.1,69.294
3.0,36.1,69.294
3.2,36.1,69.832
2.5,36.1,69.294
11.8,36.1,69.832
3.8,36.1,69.832
3.3,36.1,69.294
3.8,36.1,69.294
2.3,36.1,68.756
5.0,36.1,68.756
2.0,36.1,68.756
2.0,36.1,69.294
1.5,36.1,68.218
2.5,36.1,69.832
2.5,36.1,68.756
5.0,36.1,69.294
5.8,36.2,68.756
4.0,36.2,68.756
4.2,36.2,69.294
3.0,36.2,68.756
2.8,36.2,68.756
3.5,36.2,69.294
7.4,36.1,69.832
4.5,36.1,69.832
13.2,36.1,69.294
11.5,36.4,69.832
3.8,36.4,69.294
3.3,36.4,69.294
2.3,36.4,69.294
4.5,36.5,69.294
3.5,36.5,69.294
3.0,36.5,68.756
2.8,36.5,69.294
3.7,36.5,69.294
3.7,36.5,69.294
4.0,36.5,69.832
3.0,36.5,69.832
3.5,36.5,69.832
3.7,36.5,69.832
3.0,36.5,69.832
2.8,36.5,69.832
2.5,36.5,69.832
4.0,36.5,69.294
3.0,36.5,69.832
3.0,36.5,69.832
3.5,36.5,69.832
3.0,36.5,69.294
4.0,36.5,69.294
3.0,36.5,69.294
3.5,36.5,68.756
3.3,36.5,68.756
2.0,36.5,69.294
2.3,36.5,69.294
3.5,36.5,69.294
2.8,36.5,69.294
3.5,36.5,69.294
3.8,36.5,68.756
2.8,36.5,69.294
3.2,36.5,68.756
3.0,36.5,68.756
2.5,36.5,69.294
4.0,36.5,68.756
2.8,36.5,69.294
3.8,36.5,68.756
3.3,36.5,69.294
4.7,36.5,68.756
3.0,36.5,69.294
2.8,36.5,69.294
3.2,36.5,69.832
2.8,36.5,69.832
3.7,36.5,69.832
3.2,36.5,69.832
3.5,36.5,69.294
2.3,36.5,69.294
3.3,36.5,69.294
3.8,36.5,69.294
3.0,36.5,69.294
3.3,36.5,68.756
3.3,36.5,68.756
3.3,36.5,69.832
2.3,36.5,69.832
2.5,36.5,70.37
2.5,36.5,69.832
2.3,36.5,69.832
2.8,36.5,69.832
4.1,36.5,69.832
2.5,36.5,69.294
3.8,36.5,69.294
3.3,36.5,69.294
3.5,36.5,69.294
3.8,36.5,69.294
2.5,36.5,69.294
4.2,36.5,69.294
3.7,36.5,69.294
4.0,36.5,69.832
3.0,36.5,69.294
2.5,36.5,69.832
3.5,36.5,69.294
4.5,36.5,69.294
4.0,36.5,68.756
3.3,36.5,68.756
3.5,36.5,69.832
3.3,36.5,68.756
5.0,36.5,68.756
2.5,36.5,68.756
3.3,36.5,68.756
3.0,36.5,69.294
3.0,36.5,69.294
3.8,36.5,69.294
3.5,36.5,68.756
4.0,36.5,69.832
4.2,36.5,68.756
3.3,36.5,69.294
4.0,36.5,69.294
3.3,36.5,69.294
3.8,36.5,68.756
2.8,36.5,68.756
3.5,36.5,68.756
2.8,36.5,69.294
3.2,36.5,69.294
3.5,36.5,69.832
3.0,36.5,68.756
2.3,36.5,68.756
5.5,36.5,68.756
3.0,36.5,69.294
3.5,36.5,68.756
4.2,36.5,68.756
3.0,36.5,68.756
3.3,36.5,68.756
2.5,36.5,69.832
2.0,36.5,69.294
3.0,36.5,69.294
3.2,36.5,68.756
3.3,36.5,68.756
2.5,36.5,69.294
3.3,36.5,68.756
3.7,36.5,69.294
3.0,36.5,69.294
3.3,36.5,69.294
3.0,36.5,68.756
2.8,36.5,69.294
2.6,36.5,69.294
2.3,36.5,68.756
2.8,36.5,68.756
3.0,36.5,68.218
5.0,36.5,68.756
3.0,36.5,69.294
2.8,36.5,69.294
3.3,36.5,69.294
2.8,36.5,69.294
2.5,36.5,69.294
3.0,36.5,68.756
3.5,36.5,68.756
3.5,36.5,68.756
3.8,36.5,68.756
3.0,36.5,68.756
3.3,36.5,68.756
3.0,36.5,69.294
2.5,36.5,69.294
4.2,36.5,69.294
4.0,36.5,68.756
3.8,36.5,68.756
3.7,36.5,68.756
3.5,36.5,68.756
3.3,36.5,68.756
3.0,36.5,68.756
3.3,36.5,68.756
2.3,36.5,68.756
3.8,36.5,68.756
3.7,36.5,69.832
2.8,36.5,68.756
3.3,36.5,68.756
3.3,36.5,69.294
4.0,36.5,69.832
2.8,36.5,70.37
2.8,36.5,69.832
3.8,36.5,70.37
4.0,36.5,69.832
2.8,36.5,69.832
2.8,36.5,69.294
2.5,36.5,69.294
3.5,36.5,69.294
3.0,36.5,69.294
8.7,36.5,69.832
4.1,36.5,69.294
2.8,36.5,69.832
3.0,36.5,69.832
3.5,36.5,69.832
3.8,36.5,69.832
2.5,36.5,69.294
3.0,36.5,69.832
2.0,36.5,69.294
2.8,36.5,69.832
3.0,36.5,69.294
4.3,36.5,69.832
4.1,36.5,69.832
3.5,36.5,69.832
2.6,36.5,69.294
2.0,36.5,69.294
2.8,36.5,69.832
3.0,36.5,69.832
6.6,36.6,69.832
3.5,36.5,69.832
18.7,36.9,70.908
4.3,36.9,70.908
3.0,36.9,69.832
3.3,37.0,69.832
5.7,37.1,69.294
2.3,37.1,69.294
3.0,37.1,69.832
3.3,37.1,69.294
3.0,37.1,69.294
3.5,37.1,69.832
2.3,37.1,69.832
3.3,37.1,69.294
2.8,37.1,69.832
3.0,37.1,69.832
4.0,37.1,69.832
3.0,37.1,69.294
4.0,37.1,69.294
2.3,37.1,69.832
2.5,37.1,69.832
2.8,37.1,70.37
3.2,37.1,69.832
3.3,37.1,69.294
2.8,37.1,68.756
3.5,37.1,69.294
3.0,37.1,69.294
3.5,37.1,69.294
3.3,37.1,69.832
2.8,37.1,69.294
2.0,37.1,69.294
3.8,37.1,68.756
3.2,37.1,69.832
2.8,37.1,69.294
4.5,37.1,69.832
4.0,37.1,69.294
2.5,37.1,69.294
3.0,37.1,69.294
3.3,37.1,69.832
3.8,37.1,69.294
4.0,37.1,69.294
3.5,37.1,69.832
4.5,37.1,69.294
3.5,37.1,69.832
3.3,37.1,69.832
3.3,37.1,69.294
2.8,37.1,69.832
4.0,37.1,69.832
2.8,37.1,69.294
2.8,37.1,69.832
2.5,37.1,69.832
3.0,37.1,69.832
3.3,37.1,69.832
1.8,37.1,69.832
4.0,37.1,70.37
4.0,37.1,70.37
3.8,37.1,69.832
2.8,37.1,69.294
3.7,37.1,69.294
4.7,37.1,69.832
2.3,37.1,69.832
4.0,37.1,69.832
3.0,37.1,69.832
3.8,37.1,70.37
3.0,37.1,70.37
2.8,37.1,69.832
4.0,37.1,69.832
2.8,37.1,69.294
3.0,37.1,68.756
2.5,37.1,69.294
3.7,37.1,69.832
4.0,37.1,69.294
3.0,37.1,68.756
3.3,37.1,69.294
4.0,37.1,69.294
3.5,37.1,69.832
3.2,37.1,69.832
3.3,37.1,69.294
3.0,37.1,69.832
3.5,37.1,69.832
2.8,37.1,69.294
2.3,37.1,69.832
3.3,37.1,69.294
3.7,37.1,69.294
3.7,37.1,69.294
2.3,37.1,69.832
3.0,37.1,69.294
3.5,37.1,68.756
3.0,37.1,69.832
4.2,37.1,69.294
3.5,37.1,68.756
3.7,37.1,69.294
3.5,37.1,69.294
3.0,37.1,69.294
2.8,37.1,69.832
3.8,37.1,69.832
3.2,37.1,69.832
2.8,37.1,69.294
3.3,37.1,69.294
2.5,37.1,69.294
3.5,37.1,68.756
4.3,37.1,69.832
4.5,37.1,69.294
2.3,37.1,69.294
3.3,37.1,69.294
3.8,37.1,69.294
2.5,37.1,69.832
2.8,37.1,70.37
2.5,37.1,69.832
3.3,37.1,69.294
4.5,37.1,68.756
3.5,37.1,69.294
4.0,37.1,69.832
3.2,37.1,70.37
3.0,37.1,69.832
2.5,37.1,69.832
4.4,37.1,69.294
2.5,37.1,69.832
2.8,37.1,68.756
3.0,37.1,69.294
2.6,37.1,69.294
3.3,37.1,69.294
4.3,37.1,69.294
3.8,37.1,69.832
3.0,37.1,69.832
2.5,37.1,69.294
2.8,37.1,69.832
2.3,37.1,69.832
3.5,37.1,69.832
3.5,37.1,69.832
4.7,37.1,69.832
3.0,37.1,69.294
3.3,37.1,69.294
3.5,37.1,68.756
2.8,37.1,69.832
2.5,37.1,69.832
2.3,37.1,69.832
3.3,37.1,69.832
3.0,37.1,69.832
3.0,37.1,68.756
3.5,37.1,69.294
3.5,37.1,69.832
3.3,37.1,69.832
3.5,37.1,69.832
3.5,37.1,69.294
3.5,37.1,69.294
2.8,37.1,69.832
2.5,37.1,69.832
3.3,37.1,69.832
4.0,37.1,69.832
3.0,37.1,69.294
3.0,37.1,69.832
2.3,37.1,69.832
3.0,37.1,69.832
3.0,37.1,70.908
3.0,37.1,70.37
3.8,37.1,70.37
2.3,37.1,70.37
3.0,37.1,70.37
2.3,37.1,69.832
8.2,37.1,70.37
7.3,37.1,70.908
3.5,37.1,70.37
3.5,37.1,69.832
4.3,37.1,70.37
3.0,37.1,69.832
3.8,37.1,70.908
3.7,37.1,69.832
3.0,37.1,70.37
2.5,37.1,69.832
3.0,37.1,69.832
2.8,37.1,69.832
4.5,37.1,70.37
4.6,37.1,69.832
2.8,37.1,70.37
3.0,37.1,69.832
2.3,37.1,70.908
3.3,37.1,70.908
6.1,37.2,70.908
3.5,37.1,70.908
3.5,37.1,70.37
4.5,37.1,70.908
3.5,37.1,69.832
3.3,37.1,69.832
4.3,37.1,70.37
3.0,37.1,69.832
4.3,37.1,69.832
3.8,37.1,70.37
5.0,37.1,69.832
3.5,37.1,70.908
2.8,37.1,70.908
3.5,37.1,70.908
3.3,37.1,70.908
2.8,37.1,70.908
3.3,37.1,70.908
3.0,37.1,71.446
3.5,37.1,70.908
4.5,37.1,70.908
2.5,37.1,70.908
3.0,37.1,70.908
2.0,37.1,70.908
3.3,37.1,70.37
3.5,37.1,70.37
3.5,37.1,70.908
3.5,37.1,70.908
3.8,37.1,70.908
7.1,36.7,70.908
3.5,36.7,71.984
4.2,36.7,70.908
4.5,36.7,70.908
3.8,36.7,70.908
3.5,36.7,70.37
2.5,36.7,71.446
3.0,36.7,70.908
3.5,36.7,70.908
3.5,36.7,70.908
4.6,36.7,70.908
3.7,36.7,71.446
3.0,36.7,70.908
3.8,36.7,70.908
3.8,36.7,70.908
3.0,36.7,71.446
2.8,36.7,70.908
2.3,36.7,70.908
2.6,36.7,70.908
4.0,36.7,70.908
2.3,36.7,70.908
3.5,36.7,70.908
2.8,36.7,71.984
3.5,36.7,70.908
3.0,36.7,70.908
3.3,36.7,70.908
3.0,36.7,70.908
2.5,36.7,70.908
4.0,36.7,70.908
3.5,36.7,70.908
2.8,36.7,70.908
2.5,36.7,70.908
3.7,36.7,70.908
3.5,36.7,70.908
3.8,36.7,70.908
4.3,36.7,70.37
3.3,36.7,70.908
2.8,36.7,70.908
3.3,36.7,70.908
3.0,36.7,71.446
3.5,36.7,70.908
2.5,36.7,71.446
3.8,36.7,70.908
3.5,36.7,70.908
3.5,36.7,70.908
2.5,36.7,70.908
3.5,36.7,70.908
3.8,36.7,70.908
3.3,36.7,70.37
3.3,36.7,70.908
3.0,36.7,71.446
2.8,36.7,70.908
4.5,36.7,71.446
3.0,36.7,71.446
3.8,36.7,70.908
2.5,36.7,70.908
3.0,36.7,71.446
3.5,36.7,70.908
3.0,36.7,70.908
2.8,36.7,70.908
4.4,36.7,70.908
3.0,36.7,71.446
3.3,36.7,70.908
2.8,36.7,71.446
3.0,36.7,71.984
2.8,36.7,71.984
3.0,36.7,70.908
2.8,36.7,70.908
3.0,36.7,71.984
2.0,36.7,71.984
3.0,36.7,71.446
2.5,36.7,70.908
4.0,36.7,71.446
2.5,36.7,70.908
4.1,36.7,70.908
2.5,36.7,71.446
2.8,36.7,70.908
3.0,36.7,70.908
3.2,36.7,71.984
5.0,36.7,71.446
3.5,36.7,70.908
3.0,36.7,70.908
3.8,36.7,71.446
2.8,36.7,71.446
3.5,36.7,71.446
3.0,36.7,71.984
2.3,36.7,71.446
2.8,36.7,71.446
2.8,36.7,70.908
3.3,36.7,70.908
3.5,36.7,70.908
3.0,36.7,71.446
3.3,36.7,71.984
2.8,36.7,71.984
2.3,36.7,71.446
5.0,36.7,71.984
2.3,36.7,71.984
3.0,36.7,70.908
4.0,36.7,70.908
3.3,36.7,70.908
2.8,36.7,71.446
4.0,36.7,70.908
3.5,36.7,71.446
3.2,36.7,71.984
3.5,36.7,71.446
2.5,36.7,71.984
2.0,36.7,71.446
2.5,36.7,71.984
3.3,36.7,70.908
3.5,36.7,70.908
4.0,36.7,71.446
2.5,36.7,70.908
3.3,36.7,70.908
2.8,36.7,70.908
3.0,36.7,70.908
2.8,36.7,70.908
3.0,36.7,70.908
2.8,36.7,71.984
3.5,36.7,70.908
2.8,36.7,70.908
3.3,36.7,70.908
3.0,36.7,70.908
3.5,36.7,70.908
2.8,36.7,70.908
3.2,36.7,70.908
3.0,36.7,71.446
3.7,36.7,71.446
3.3,36.7,71.446
3.0,36.7,71.446
3.2,36.7,70.908
4.5,36.7,70.37
2.8,36.7,70.908
3.3,36.7,70.908
10.9,36.7,71.984
2.0,36.7,71.446
4.3,36.7,71.984
4.0,36.7,71.984
2.0,36.7,71.446
4.5,36.7,71.984
2.0,36.7,71.446
3.2,36.7,71.446
3.0,36.7,71.446
4.4,36.7,70.908
2.8,36.7,71.446
2.3,36.7,70.908
3.8,36.7,71.446
5.8,36.7,71.984
2.3,36.7,71.984
2.6,36.7,71.446
2.5,36.7,71.446
4.0,36.7,70.908
6.9,36.7,70.908
6.6,36.7,71.446
4.5,36.7,71.446
3.5,36.7,70.908
2.3,36.7,71.446
3.3,36.7,71.984
2.8,36.7,71.446
3.5,36.7,71.446
4.0,36.7,70.908
2.5,36.7,70.908
3.0,36.7,70.908
3.2,36.7,71.446
3.3,36.7,71.984
2.8,36.7,71.446
3.5,36.7,71.446
3.0,36.7,70.908
2.3,36.7,70.908
3.5,36.7,70.908
4.7,36.7,71.446
3.8,36.7,70.908
3.3,36.7,70.37
3.0,36.7,70.908
3.5,36.7,70.908
3.2,36.7,71.446
2.8,36.7,71.446
3.3,36.7,71.446
3.2,36.7,70.908
4.5,36.7,71.446
4.0,36.7,70.908
3.5,36.7,70.908
2.8,36.7,71.446
3.0,36.7,71.984
3.5,36.7,71.984
3.8,36.7,71.446
3.2,36.7,71.984
3.5,36.7,71.984
4.2,36.7,71.446
4.2,36.7,70.908
3.0,36.7,70.908
4.0,36.7,70.908
3.5,36.7,70.908
4.0,36.7,71.446
4.8,36.7,70.908
2.8,36.7,71.446
3.0,36.7,71.446
3.0,36.7,71.984
2.8,36.7,70.908
3.3,36.7,70.908
4.3,36.7,71.446
3.5,36.7,70.908
3.0,36.7,71.984
3.5,36.7,71.984
2.5,36.7,71.984
3.3,36.7,71.984
2.8,36.7,71.984
4.5,36.7,71.984
3.8,36.7,71.984
3.3,36.7,72.522
3.0,36.7,70.908
2.0,36.7,70.908
2.8,36.7,71.446
3.3,36.7,70.908
3.5,36.7,70.908
4.1,36.7,71.446
2.3,36.7,71.984
3.2,36.7,71.446
3.0,36.7,72.522
2.3,36.7,71.984
3.5,36.7,71.446
2.8,36.7,70.908
4.7,36.7,70.908
3.6,36.7,71.984
2.3,36.7,70.908
3.0,36.7,70.908
3.0,36.7,70.908
3.5,36.7,70.908
2.3,36.7,70.908
4.2,36.7,71.446
2.8,36.7,70.908
3.0,36.7,71.446
2.8,36.7,70.908
4.0,36.7,70.908
3.0,36.7,71.446
3.0,36.7,70.908
3.0,36.7,70.908
3.0,36.7,70.908
2.5,36.7,71.446
2.5,36.7,70.908
3.3,36.7,70.908
3.3,36.7,70.908
3.5,36.7,70.908
3.5,36.7,70.908
3.7,36.7,70.908
3.8,36.7,70.908
4.2,36.7,71.446
3.7,36.7,70.908
3.8,36.7,70.908
3.0,36.7,70.908
4.0,36.7,71.446
2.8,36.7,71.446
2.0,36.7,70.908
4.8,36.7,70.908
2.8,36.7,70.908
3.0,36.7,71.446
3.0,36.7,71.446
2.3,36.7,71.446
3.0,36.7,71.446
3.0,36.7,70.908
2.3,36.7,70.908
4.3,36.7,70.908
2.3,36.7,71.446
2.8,36.7,71.446
3.7,36.7,70.908
3.0,36.7,71.446
3.3,36.7,71.446
3.0,36.7,71.446
3.3,36.7,71.446
4.5,36.7,70.908
3.7,36.7,71.446
3.3,36.7,70.908
3.5,36.7,70.908
3.8,36.7,70.908
4.0,36.7,70.908
3.3,36.7,70.908
3.3,36.7,71.984
2.5,36.7,71.446
3.7,36.7,71.446
3.3,36.7,71.984
2.0,36.7,71.446
4.5,36.7,71.446
2.5,36.7,70.908
3.8,36.7,70.908
2.0,36.7,71.446
3.0,36.7,71.984
2.3,36.7,71.984
3.2,36.7,71.984
3.0,36.7,71.446
3.5,36.7,70.908
3.0,36.7,71.446
2.8,36.7,71.446
2.8,36.7,71.446
2.3,36.7,70.908
2.8,36.7,71.446
2.8,36.7,70.908
3.8,36.7,71.446
4.0,36.7,71.984
3.0,36.7,71.446
2.8,36.7,71.984
2.5,36.7,71.984
2.5,36.7,71.446
3.5,36.7,71.446
3.0,36.7,71.984
3.0,36.7,71.984
4.0,36.7,71.984
3.8,36.7,71.446
3.8,36.7,70.908
3.2,36.7,70.908
5.0,36.7,70.908
3.5,36.7,71.446
3.0,36.7,71.446
4.2,36.7,71.446
3.7,36.7,72.522
3.5,36.7,71.984
3.5,36.7,71.984
3.0,36.7,71.446
3.8,36.7,70.908
2.8,36.7,70.908
4.0,36.7,71.446
3.3,36.7,70.908
2.8,36.7,70.908
3.0,36.7,70.908
2.0,36.7,71.446
2.8,36.7,70.908
4.2,36.7,71.984
3.5,36.7,71.446
3.0,36.7,71.446
4.0,36.7,70.908
2.3,36.7,70.908
2.3,36.7,70.908
2.5,36.7,70.908
2.5,36.7,71.984
4.0,36.7,71.446
4.0,36.7,71.446
3.0,36.7,71.984
3.3,36.7,71.446
4.0,36.7,70.908
4.0,36.7,71.446
3.3,36.7,70.908
3.5,36.7,71.446
2.8,36.7,71.446
3.8,36.7,70.908
3.3,36.7,70.908
3.5,36.7,71.446
2.5,36.7,70.908
2.3,36.7,70.908
3.0,36.7,71.446
2.5,36.7,71.446
3.2,36.7,70.908
2.8,36.7,71.446
4.0,36.7,70.908
3.3,36.7,71.446
3.5,36.7,70.908
3.5,36.7,70.908
4.0,36.7,70.908
3.5,36.7,70.908
2.8,36.7,71.446
3.5,36.7,70.908
3.8,36.7,70.908
4.0,36.7,71.984
3.0,36.7,70.908
3.0,36.7,71.446
3.5,36.7,71.446
2.8,36.7,70.908
3.3,36.7,70.908
2.5,36.7,70.908
3.5,36.7,70.908
4.3,36.7,70.908
3.5,36.7,71.446
2.5,36.7,71.446
3.0,36.7,71.446
5.2,36.7,71.446
4.3,36.7,70.908
2.8,36.7,71.446
3.3,36.7,70.908
3.0,36.7,71.446
3.8,36.7,70.908
4.5,36.7,70.908
3.3,36.7,71.446
4.0,36.7,71.446
3.0,36.7,70.908
3.5,36.7,70.37
4.0,36.7,70.908
3.0,36.7,71.446
3.0,36.7,70.908
2.8,36.7,70.908
4.5,36.7,70.908
2.8,36.7,71.446
3.0,36.7,71.984
2.8,36.7,71.446
3.0,36.7,71.984
3.7,36.7,70.908
3.8,36.7,71.446
4.3,36.7,70.908
2.8,36.7,71.984
4.0,36.7,71.446
3.2,36.7,71.446
3.0,36.7,71.984
2.8,36.7,71.984
2.3,36.7,71.984
3.8,36.7,71.446
3.5,36.7,71.446
2.8,36.7,70.908
3.5,36.7,71.446
2.3,36.7,70.908
4.0,36.7,71.446
2.3,36.7,71.446
3.3,36.7,70.908
2.5,36.7,71.446
2.8,36.7,71.446
2.3,36.7,71.984
2.8,36.7,71.446
4.2,36.7,71.446
3.3,36.7,70.908
3.0,36.7,70.908
2.8,36.7,70.908
3.7,36.7,70.908
2.5,36.7,70.908
3.8,36.7,71.446
2.8,36.7,71.446
3.3,36.7,70.908
2.5,36.7,71.984
2.8,36.7,71.984
3.3,36.7,71.446
3.3,36.7,70.908
3.8,36.7,70.908
3.5,36.7,70.908
3.0,36.7,70.908
3.5,36.7,71.446
3.3,36.7,71.446
3.0,36.7,71.446
10.0,36.7,72.522
4.3,36.7,71.984
3.3,36.7,71.984
4.0,36.7,71.446
2.5,36.7,70.908
4.8,36.7,71.984
3.5,36.7,71.446
3.0,36.7,71.446
2.5,36.7,70.908
2.8,36.7,71.446
3.3,36.7,70.908
3.5,36.7,71.984
6.3,36.7,71.984
2.5,36.7,71.446
2.3,36.7,71.446
3.3,36.7,71.446
4.0,36.7,70.908
4.7,36.7,71.446
8.4,36.7,71.446
4.3,36.7,71.984
5.8,36.7,71.984
4.0,36.7,71.446
4.3,36.7,71.984
3.5,36.7,70.908
3.2,36.7,72.522
3.0,36.7,71.984
2.8,36.7,71.446
3.3,36.7,71.984
3.5,36.7,71.984
2.8,36.7,71.446
2.8,36.7,71.446
3.3,36.7,71.446
2.5,36.7,71.984
3.0,36.7,71.984
2.5,36.7,71.446
3.0,36.7,71.984
2.3,36.7,71.984
3.3,36.7,71.446
3.0,36.7,71.446
4.5,36.7,71.984
3.8,36.7,71.446
3.0,36.7,71.984
3.3,36.7,71.446
4.5,36.7,71.984
2.3,36.7,71.446
3.0,36.7,71.984
4.0,36.7,71.446
2.5,36.7,70.908
3.5,36.7,71.446
3.0,36.7,71.446
4.3,36.7,71.446
2.5,36.7,71.984
2.8,36.7,70.908
2.5,36.7,71.984
2.8,36.7,71.446
3.8,36.7,72.522
4.2,36.7,71.984
4.7,36.7,71.984
2.5,36.7,71.984
3.8,36.7,71.984
4.1,36.7,70.908
2.8,36.7,71.446
2.3,36.7,71.446
3.7,36.7,71.984
3.5,36.7,70.908
3.3,36.7,71.984
3.5,36.7,71.984
2.8,36.7,70.908
4.3,36.7,71.446
2.3,36.7,71.446
2.8,36.7,71.446
3.0,36.7,71.984
3.5,36.7,71.984
3.0,36.7,71.984
2.8,36.7,71.984
2.3,36.7,71.984
3.0,36.7,71.446
2.5,36.7,71.446
2.8,36.7,70.908
3.5,36.7,71.446
4.3,36.7,71.446
4.0,36.7,71.446
2.8,36.7,70.908
3.0,36.7,71.446
3.3,36.7,71.984
1.8,36.7,71.984
3.8,36.7,71.446
3.0,36.7,71.984
4.0,36.7,70.908
3.3,36.7,71.446
3.0,36.7,71.446
4.0,36.7,70.908
2.0,36.7,70.908
4.3,36.7,70.908
2.8,36.7,70.908
2.5,36.7,70.908
3.0,36.7,70.908
3.2,36.7,70.908
2.8,36.7,70.908
3.0,36.7,70.908
4.0,36.7,71.446
3.3,36.7,70.908
2.8,36.7,71.984
4.2,36.7,71.446
3.0,36.7,71.446
3.7,36.7,72.522
3.5,36.7,71.984
2.3,36.7,71.984
2.0,36.7,71.984
3.3,36.7,71.984
2.8,36.7,71.446
4.0,36.7,71.446
3.3,36.7,70.908
3.5,36.7,71.984
2.8,36.7,70.908
2.3,36.7,71.984
3.5,36.7,70.908
3.7,36.7,71.446
4.5,36.7,71.446
5.1,36.7,70.908
2.8,36.7,70.908
3.3,36.7,70.908
2.8,36.7,71.446
3.8,36.7,70.908
2.8,36.7,71.984
3.5,36.7,71.984
2.5,36.7,71.984
3.3,36.7,71.446
2.0,36.7,71.984
2.8,36.7,71.984
4.2,36.7,71.446
2.8,36.7,71.984
3.0,36.7,70.908
3.5,36.7,71.446
4.3,36.7,70.908
3.5,36.7,70.908
2.8,36.7,71.446
3.0,36.7,71.984
3.5,36.7,71.984
3.3,36.7,71.984
2.5,36.7,71.446
3.8,36.7,71.984
3.0,36.7,71.984
3.0,36.7,72.522
4.3,36.7,71.984
3.5,36.7,71.984
3.8,36.7,71.446
4.5,36.7,70.908
2.8,36.7,71.446
3.3,36.7,70.908
4.0,36.7,70.908
3.7,36.7,71.984
2.3,36.7,71.984
8.0,36.3,72.522
3.3,36.3,72.522
3.3,36.3,71.984
3.5,36.3,71.984
5.3,36.2,71.984
2.3,36.2,71.984
3.8,36.2,71.984
3.5,36.2,71.446
2.5,36.2,71.446
3.3,36.2,71.984
3.0,36.2,72.522
2.5,36.2,71.984
3.5,36.2,71.984
2.8,36.2,71.984
4.0,36.2,73.06
2.5,36.2,71.984
3.0,36.2,71.984
3.8,36.2,71.984
3.3,36.2,71.446
4.0,36.2,71.446
3.0,36.2,71.984
3.8,36.2,71.446
2.3,36.2,71.984
3.5,36.2,71.984
4.0,36.2,72.522
4.5,36.2,71.984
12.7,36.3,72.522
3.6,36.3,71.984
2.5,36.3,70.908
5.3,36.3,71.984
2.3,36.3,71.984
3.8,36.3,72.522
3.3,36.3,71.984
3.0,36.3,71.984
2.8,36.3,71.984
3.0,36.3,71.984
3.0,36.3,71.446
5.5,36.3,71.984
5.0,36.3,71.984
2.8,36.3,71.984
3.0,36.3,70.908
4.0,36.3,71.984
3.0,36.3,71.984
3.2,36.3,71.446
5.5,36.3,72.522
6.9,36.3,73.06
3.6,36.3,71.984
4.6,36.3,71.984
3.7,36.3,71.984
3.0,36.3,71.984
3.5,36.3,72.522
3.0,36.3,71.984
3.5,36.3,72.522
2.3,36.3,71.984
2.5,36.3,72.522
2.8,36.3,71.984
2.8,36.3,71.984
3.0,36.3,71.984
3.7,36.3,72.522
3.5,36.3,71.984
3.8,36.3,71.984
2.8,36.3,71.984
4.0,36.3,71.446
3.5,36.3,71.984
3.3,36.3,71.984
4.0,36.3,72.522
3.0,36.3,72.522
3.0,36.3,72.522
3.0,36.3,72.522
2.0,36.3,71.984
4.2,36.3,72.522
4.5,36.3,71.984
3.8,36.3,71.984
2.5,36.3,72.522
3.0,36.3,71.984
3.8,36.3,71.446
4.0,36.3,72.522
3.5,36.3,71.984
3.5,36.3,73.06
3.5,36.3,72.522
3.5,36.3,71.984
3.0,36.3,71.984
3.3,36.3,71.984
4.0,36.3,71.984
2.8,36.3,71.446
5.3,36.3,71.984
2.8,36.3,72.522
3.7,36.3,71.984
2.5,36.3,72.522
2.3,36.3,73.06
3.0,36.3,71.984
2.5,36.3,73.06
4.0,36.3,73.06
2.3,36.3,73.06
3.0,36.3,71.984
3.8,36.3,71.984
3.0,36.3,71.446
2.5,36.3,71.446
3.5,36.3,71.446
3.0,36.3,71.984
3.0,36.3,70.908
2.5,36.3,71.984
4.2,36.3,71.984
3.5,36.3,72.522
3.7,36.3,71.984
3.3,36.3,72.522
3.0,36.3,71.984
5.0,36.3,71.984
3.8,36.3,71.984
3.0,36.3,71.984
2.5,36.3,71.984
3.3,36.3,72.522
2.5,36.3,71.984
1.8,36.3,73.06
3.5,36.3,71.984
3.3,36.3,71.446
3.5,36.3,70.908
3.7,36.3,71.984
2.5,36.3,71.984
3.3,36.3,71.984
2.8,36.3,71.984
3.7,36.3,71.984
3.0,36.3,71.984
3.3,36.3,71.984
3.0,36.3,72.522
3.5,36.3,70.908
3.5,36.3,71.984
2.8,36.3,71.446
3.5,36.3,71.984
2.5,36.3,72.522
2.8,36.3,71.984
4.0,36.3,71.446
2.5,36.3,71.984
3.5,36.3,71.984
3.5,36.3,71.446
3.0,36.3,71.446
3.8,36.3,71.984
3.0,36.3,71.984
2.8,36.3,71.446
3.5,36.3,71.446
